sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated	Sample
INDIV306_GIDAMILANDA_1933_Dry2014	P. univalens	1759	0.13798207	Raw	FP	INDIV306
INDIV354_SENGELI_2143_Dry2014	P. univalens	1584	0.1396425071	Raw	FP	INDIV354
INDIV88_SENGELI_1164_Dry2013	P. univalens	1041	0.151086529	Raw	FP	INDIV88
INDIV372_HUKAMAKO_2666_Dry2014	P. univalens	1006	0.1497357532	Raw	FP	INDIV372
INDIV158_HUKAMAKO_2667_Dry2014	P. univalens	1096	0.1482713341	Raw	FP	INDIV158
INDIV86_HUKAMAKO_2651_Dry2014	P. univalens	1401	0.1437576972	Raw	FP	INDIV86
INDIV107_HUKAMAKO_1210_Dry2013	P. univalens	1580	0.1422487888	Raw	FP	INDIV107
INDIV53_HUKAMAKO_2652_Dry2014	P. univalens	1195	0.1481857951	Raw	FP	INDIV53
INDIV281_GIDERU_2602_Dry2014	P. univalens	1695	0.1416119822	Raw	FP	INDIV281
INDIV429_GIDERU_2616_Dry2014	P. univalens	1331	0.1416985428	Raw	FP	INDIV429
INDIV129_KIPAMBA_1252_Dry2013	P. univalens	1787	0.1369110024	Raw	FP	INDIV129
INDIV435_GIDERU_2622_Dry2014	P. univalens	1182	0.1481134654	Raw	FP	INDIV435
INDIV433_GIDERU_2620_Dry2014	P. univalens	1339	0.1430084873	Raw	FP	INDIV433
INDIV445_GIDERU_2632_Dry2014	P. univalens	1011	0.1507997169	Raw	FP	INDIV445
INDIV157_HUKAMAKO_1305_Dry2013	P. univalens	1498	0.1448090042	Raw	FP	INDIV157
INDIV158_HUKAMAKO_1307_Dry2013	P. univalens	1457	0.1440778362	Raw	FP	INDIV158
SAMPLE1653_HUKAMAKO_1653_Dry2014	P. univalens	1620	0.1352652195	Raw	FP	SAMPLE1653
INDIV158_HUKAMAKO_2225_Dry2014	P. univalens	1094	0.1464034844	Raw	FP	INDIV158
INDIV159_HUKAMAKO_1530_Wet2014	P. univalens	2126	0.1329699461	Raw	FP	INDIV159
INDIV157_HUKAMAKO_1527_Wet2014	P. univalens	2508	0.1323982695	Raw	FP	INDIV157
INDIV259_MSAFIRI_1819_Dry2014	P. kudriavzevii	1245	0.9810733052	Raw	TP	INDIV259
INDIV371_HUKAMAKO_2193_Dry2014	P. kudriavzevii	3924	0.9683402215	Raw	TP	INDIV371
INDIV259_MSAFIRI_1819_Dry2014	P. kudriavzevii	1257	0.980176969	Decontaminated	TP	INDIV259
INDIV371_HUKAMAKO_2193_Dry2014	P. kudriavzevii	3947	0.9675698061	Decontaminated	TP	INDIV371
INDIV248_EZEKILI_1797_Dry2014	R. delemar	201830	0.9711489261	Raw	TP	INDIV248
INDIV248_EZEKILI_1798_Dry2014	R. delemar	64212	0.9506550163	Raw	TP	INDIV248
INDIV248_EZEKILI_1797_Dry2014	R. delemar	202283	0.9708363019	Decontaminated	TP	INDIV248
INDIV248_EZEKILI_1798_Dry2014	R. delemar	64348	0.9504673163	Decontaminated	TP	INDIV248
INDIV195_HUKAMAKO_1620_Wet2014	S. cerevisiae	17988	0.9584201927	Raw	TP	INDIV195
INDIV196_HUKAMAKO_1621_Wet2014	S. cerevisiae	71475	0.9828833647	Raw	TP	INDIV196
INDIV189_HUKAMAKO_1568_Wet2014	S. cerevisiae	2675	0.9728321256	Raw	TP	INDIV189
INDIV26_MWAMUDU_1040_Dry2013	S. cerevisiae	194345	0.9890474175	Raw	TP	INDIV26
INDIV89_SENGELI_1166_Dry2013	S. cerevisiae	14774	0.9497959331	Raw	TP	INDIV89
INDIV90_SENGELI_1168_Dry2013	S. cerevisiae	4142	0.9689107998	Raw	TP	INDIV90
INDIV259_MSAFIRI_1819_Dry2014	S. cerevisiae	11513	0.933270439	Raw	TP	INDIV259
INDIV262_MSAFIRI_1822_Dry2014	S. cerevisiae	14182	0.945872427	Raw	TP	INDIV262
INDIV207_SAITOTI_1706_Dry2014	S. cerevisiae	8929	0.9310035949	Raw	TP	INDIV207
INDIV255_MSAFIRI_1815_Dry2014	S. cerevisiae	3423	0.9679292515	Raw	TP	INDIV255
INDIV257_MSAFIRI_1817_Dry2014	S. cerevisiae	1061	0.9864286815	Raw	TP	INDIV257
INDIV220_SAITOTI_1719_Dry2014	S. cerevisiae	5462	0.9494408561	Raw	TP	INDIV220
INDIV278_SAIDI_1847_Dry2014	S. cerevisiae	6041	0.9552118323	Raw	TP	INDIV278
INDIV296_SENGELI_1976_Dry2014	S. cerevisiae	1286	0.9837046787	Raw	TP	INDIV296
INDIV243_MWAMUDU_1742_Dry2014	S. cerevisiae	33959	0.9723240695	Raw	TP	INDIV243
INDIV244_MWAMUDU_1743_Dry2014	S. cerevisiae	5692	0.9588968275	Raw	TP	INDIV244
INDIV248_EZEKILI_1797_Dry2014	S. cerevisiae	1833	0.9838460199	Raw	TP	INDIV248
INDIV253_MSAFIRI_1813_Dry2014	S. cerevisiae	2144	0.97986446	Raw	TP	INDIV253
INDIV269_HUKAMAKO_2487_Dry2014	S. cerevisiae	19190	0.9591603467	Raw	TP	INDIV269
INDIV195_HUKAMAKO_1620_Wet2014	S. cerevisiae	17995	0.958881544	Decontaminated	TP	INDIV195
INDIV196_HUKAMAKO_1621_Wet2014	S. cerevisiae	71475	0.9831349384	Decontaminated	TP	INDIV196
INDIV189_HUKAMAKO_1568_Wet2014	S. cerevisiae	2676	0.97429561	Decontaminated	TP	INDIV189
INDIV26_MWAMUDU_1040_Dry2013	S. cerevisiae	194151	0.9893396995	Decontaminated	TP	INDIV26
INDIV89_SENGELI_1166_Dry2013	S. cerevisiae	14718	0.9506355152	Decontaminated	TP	INDIV89
INDIV90_SENGELI_1168_Dry2013	S. cerevisiae	4125	0.9697818394	Decontaminated	TP	INDIV90
INDIV259_MSAFIRI_1819_Dry2014	S. cerevisiae	11449	0.9359048191	Decontaminated	TP	INDIV259
INDIV262_MSAFIRI_1822_Dry2014	S. cerevisiae	14135	0.9468161996	Decontaminated	TP	INDIV262
INDIV207_SAITOTI_1706_Dry2014	S. cerevisiae	8831	0.9367923374	Decontaminated	TP	INDIV207
INDIV255_MSAFIRI_1815_Dry2014	S. cerevisiae	3393	0.9723294771	Decontaminated	TP	INDIV255
INDIV257_MSAFIRI_1817_Dry2014	S. cerevisiae	1051	0.9899985633	Decontaminated	TP	INDIV257
INDIV220_SAITOTI_1719_Dry2014	S. cerevisiae	5392	0.9566338062	Decontaminated	TP	INDIV220
INDIV278_SAIDI_1847_Dry2014	S. cerevisiae	6016	0.9582014099	Decontaminated	TP	INDIV278
INDIV296_SENGELI_1976_Dry2014	S. cerevisiae	1276	0.9855075033	Decontaminated	TP	INDIV296
INDIV243_MWAMUDU_1742_Dry2014	S. cerevisiae	33896	0.9729646981	Decontaminated	TP	INDIV243
INDIV244_MWAMUDU_1743_Dry2014	S. cerevisiae	5663	0.9611500023	Decontaminated	TP	INDIV244
INDIV248_EZEKILI_1797_Dry2014	S. cerevisiae	1826	0.9861101121	Decontaminated	TP	INDIV248
INDIV253_MSAFIRI_1813_Dry2014	S. cerevisiae	2134	0.9809294079	Decontaminated	TP	INDIV253
INDIV269_HUKAMAKO_2487_Dry2014	S. cerevisiae	19134	0.9598052115	Decontaminated	TP	INDIV269
INDIV95_HUKAMAKO_1560_Wet2014	S. mansoni	5156	0.9972397171	Raw	TP	INDIV95
INDIV181_SENGELI_1581_Wet2014	S. mansoni	4742	0.9976513615	Raw	TP	INDIV181
INDIV34_ONOWAS_1056_Dry2013	S. mansoni	8461	0.9969062609	Raw	TP	INDIV34
INDIV162_HUKAMAKO_1558_Wet2014	S. mansoni	2602	0.9984417737	Raw	TP	INDIV162
INDIV181_SENGELI_1541_Wet2014	S. mansoni	5340	0.9979129871	Raw	TP	INDIV181
INDIV85_SENGELI_1158_Dry2013	S. mansoni	12540	0.9960920571	Raw	TP	INDIV85
INDIV180_SENGELI_1504_Wet2014	S. mansoni	5323	0.9969679795	Raw	TP	INDIV180
INDIV258_MSAFIRI_1818_Dry2014	S. mansoni	85083	0.9824578754	Raw	TP	INDIV258
INDIV204_SAITOTI_1703_Dry2014	S. mansoni	4938	0.9973206057	Raw	TP	INDIV204
INDIV255_MSAFIRI_1815_Dry2014	S. mansoni	2429	0.9966054315	Raw	TP	INDIV255
INDIV313_GIDAMILANDA_1942_Dry2014	S. mansoni	92749	0.9814102992	Raw	TP	INDIV313
INDIV258_MSAFIRI_1832_Dry2014	S. mansoni	32260	0.9905854543	Raw	TP	INDIV258
INDIV235_ENDAMANGA_SCHOOL_1734_Dry2014	S. mansoni	1493	0.9978713397	Raw	TP	INDIV235
INDIV379_HUKAMAKO_2297_Dry2014	S. mansoni	10567	0.9964404477	Raw	TP	INDIV379
INDIV285_EZEKILI_1773_Dry2014	S. mansoni	22345	0.9932122115	Raw	TP	INDIV285
INDIV348_SENGELI_2137_Dry2014	S. mansoni	22008	0.992924677	Raw	TP	INDIV348
INDIV95_HUKAMAKO_1560_Wet2014	S. mansoni	5136	0.9972277078	Decontaminated	TP	INDIV95
INDIV181_SENGELI_1581_Wet2014	S. mansoni	4717	0.9976721819	Decontaminated	TP	INDIV181
INDIV34_ONOWAS_1056_Dry2013	S. mansoni	8432	0.9968762544	Decontaminated	TP	INDIV34
INDIV162_HUKAMAKO_1558_Wet2014	S. mansoni	2598	0.9984390692	Decontaminated	TP	INDIV162
INDIV181_SENGELI_1541_Wet2014	S. mansoni	5316	0.997902464	Decontaminated	TP	INDIV181
INDIV85_SENGELI_1158_Dry2013	S. mansoni	12476	0.996173612	Decontaminated	TP	INDIV85
INDIV180_SENGELI_1504_Wet2014	S. mansoni	5299	0.99698315	Decontaminated	TP	INDIV180
INDIV258_MSAFIRI_1818_Dry2014	S. mansoni	84699	0.9824753974	Decontaminated	TP	INDIV258
INDIV204_SAITOTI_1703_Dry2014	S. mansoni	4917	0.9973078132	Decontaminated	TP	INDIV204
INDIV255_MSAFIRI_1815_Dry2014	S. mansoni	2421	0.9966662603	Decontaminated	TP	INDIV255
INDIV313_GIDAMILANDA_1942_Dry2014	S. mansoni	92331	0.9814399703	Decontaminated	TP	INDIV313
INDIV258_MSAFIRI_1832_Dry2014	S. mansoni	32178	0.9905700344	Decontaminated	TP	INDIV258
INDIV235_ENDAMANGA_SCHOOL_1734_Dry2014	S. mansoni	1486	0.9978599362	Decontaminated	TP	INDIV235
INDIV379_HUKAMAKO_2297_Dry2014	S. mansoni	10519	0.996465139	Decontaminated	TP	INDIV379
INDIV285_EZEKILI_1773_Dry2014	S. mansoni	22262	0.9932228289	Decontaminated	TP	INDIV285
INDIV348_SENGELI_2137_Dry2014	S. mansoni	21913	0.9929289053	Decontaminated	TP	INDIV348
INDIV157_HUKAMAKO_1634_Wet2014	S. erinaceieuropaei	1580	0.02618892135	Raw	FP	INDIV157
INDIV157_HUKAMAKO_1634_Wet2014	S. venezuelensis	1317	0.1857747242	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	S. venezuelensis	1288	0.185303789	Raw	FP	INDIV93
INDIV263_MSAFIRI_1823_Dry2014	S. venezuelensis	1035	0.1957547196	Raw	FP	INDIV263
INDIV255_MSAFIRI_1833_Dry2014	S. venezuelensis	1080	0.1884690822	Raw	FP	INDIV255
INDIV360_SENGELI_2149_Dry2014	S. venezuelensis	1450	0.3590641119	Raw	FP	INDIV360
INDIV189_HUKAMAKO_1529_Wet2014	S. vulgaris	8032	0.3425950534	Raw	FP	INDIV189
INDIV305_GIDAMILANDA_1932_Dry2014	S. vulgaris	2640	0.3796164218	Raw	FP	INDIV305
INDIV157_HUKAMAKO_1607_Wet2014	S. vulgaris	1248	0.4368763661	Raw	FP	INDIV157
INDIV70_SENGELI_1128_Dry2013	S. vulgaris	3110	0.3872431312	Raw	FP	INDIV70
INDIV162_HUKAMAKO_1619_Wet2014	S. vulgaris	1823	0.3981581991	Raw	FP	INDIV162
INDIV33_ONOWAS_1054_Dry2013	S. vulgaris	2629	0.3917232122	Raw	FP	INDIV33
INDIV193_HUKAMAKO_1632_Wet2014	S. vulgaris	1932	0.3222700725	Raw	FP	INDIV193
INDIV157_HUKAMAKO_1634_Wet2014	S. vulgaris	6397	0.3591928482	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	S. vulgaris	5279	0.341385528	Raw	FP	INDIV93
INDIV85_SENGELI_1158_Dry2013	S. vulgaris	2894	0.3927064571	Raw	FP	INDIV85
INDIV26_MWAMUDU_1040_Dry2013	S. vulgaris	1052	0.3995538883	Raw	FP	INDIV26
INDIV158_HUKAMAKO_1528_Wet2014	S. vulgaris	1916	0.4081030651	Raw	FP	INDIV158
INDIV186_HUKAMAKO_1522_Wet2014	S. vulgaris	1280	0.4328534379	Raw	FP	INDIV186
INDIV258_MSAFIRI_1818_Dry2014	S. vulgaris	1524	0.4212063793	Raw	FP	INDIV258
INDIV254_MSAFIRI_1814_Dry2014	S. vulgaris	2384	0.3927693091	Raw	FP	INDIV254
INDIV263_MSAFIRI_1823_Dry2014	S. vulgaris	7743	0.3485638669	Raw	FP	INDIV263
INDIV208_SAITOTI_1707_Dry2014	S. vulgaris	4929	0.3224837878	Raw	FP	INDIV208
INDIV310_GIDAMILANDA_1938_Dry2014	S. vulgaris	3163	0.3739827447	Raw	FP	INDIV310
INDIV256_MSAFIRI_1834_Dry2014	S. vulgaris	1634	0.3708529923	Raw	FP	INDIV256
INDIV255_MSAFIRI_1833_Dry2014	S. vulgaris	2664	0.3480975497	Raw	FP	INDIV255
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	S. vulgaris	2317	0.4020101902	Raw	FP	INDIV233
INDIV280_HUKAMAKO_2261_Dry2014	S. vulgaris	4997	0.3616471731	Raw	FP	INDIV280
INDIV291_EZEKILI_1779_Dry2014	S. vulgaris	1058	0.4251173727	Raw	FP	INDIV291
INDIV295_GIDAMILANDA_1919_Dry2014	S. vulgaris	4790	0.352576904	Raw	FP	INDIV295
INDIV288_DOMANGA_2327_Dry2014	S. vulgaris	1507	0.4261427903	Raw	FP	INDIV288
INDIV297_GIDAMILANDA_1921_Dry2014	S. vulgaris	1006	0.4302277834	Raw	FP	INDIV297
INDIV253_MSAFIRI_1813_Dry2014	S. vulgaris	8772	0.3441807311	Raw	FP	INDIV253
INDIV360_SENGELI_2149_Dry2014	S. vulgaris	8486	0.3509241221	Raw	FP	INDIV360
INDIV352_SENGELI_2141_Dry2014	S. vulgaris	3118	0.3499520514	Raw	FP	INDIV352
INDIV130_KIPAMBA_1254_Dry2013	S. vulgaris	4170	0.3739230468	Raw	FP	INDIV130
INDIV428_GIDERU_2614_Dry2014	S. vulgaris	4551	0.3653996915	Raw	FP	INDIV428
INDIV269_HUKAMAKO_2487_Dry2014	S. vulgaris	3104	0.3883006464	Raw	FP	INDIV269
INDIV157_HUKAMAKO_1527_Wet2014	S. vulgaris	2892	0.3962616187	Raw	FP	INDIV157
INDIV36_ONOWAS_1060_Dry2013	T. saginata	128998	0.9330202017	Raw	TP	INDIV36
INDIV262_MSAFIRI_1822_Dry2014	T. solium	34509	0.9625205583	Raw	TP	INDIV262
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	T. solium	78237	0.9394926999	Raw	TP	INDIV233
INDIV36_GIDAMILANDA_1922_Dry2014	T. saginata	14812	0.9792494815	Raw	TP	INDIV36
INDIV36_ONOWAS_1060_Dry2013	T. saginata	128898	0.9332251338	Decontaminated	TP	INDIV36
INDIV262_MSAFIRI_1822_Dry2014	T. solium	34431	0.9630633824	Decontaminated	TP	INDIV262
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	T. solium	78063	0.9401246516	Decontaminated	TP	INDIV233
INDIV36_GIDAMILANDA_1922_Dry2014	T. saginata	14800	0.9794207736	Decontaminated	TP	INDIV36
INDIV189_HUKAMAKO_1529_Wet2014	T. leonina	1536	0.1932241567	Raw	FP	INDIV189
INDIV157_HUKAMAKO_1634_Wet2014	T. leonina	2077	0.1944614537	Raw	FP	INDIV157
INDIV78_HUKAMAKO_2674_Dry2014	T. leonina	1036	0.2574482611	Raw	FP	INDIV78
INDIV78_HUKAMAKO_2674_Dry2014	T. leonina	1036	0.2574482611	Decontaminated	FP	INDIV78
INDIV89_SENGELI_1557_Wet2014	T. canis	3400	0.6982759473	Raw	FP	INDIV89
INDIV62_SENGELI_1112_Dry2013	T. canis	6962	0.6425064568	Raw	FP	INDIV62
INDIV70_SENGELI_1128_Dry2013	T. canis	1978	0.7229596396	Raw	FP	INDIV70
INDIV36_ONOWAS_1060_Dry2013	T. canis	1401	0.1649703179	Raw	FP	INDIV36
SAMPLE1650_HUKAMAKO_1650_Dry2014	T. canis	9688	0.6361559232	Raw	FP	SAMPLE1650
SAMPLE1651_HUKAMAKO_1651_Dry2014	T. canis	1428	0.7757219826	Raw	FP	SAMPLE1651
INDIV89_SENGELI_1166_Dry2013	T. canis	1947	0.740500993	Raw	FP	INDIV89
INDIV263_MSAFIRI_1823_Dry2014	T. canis	16893	0.6018611815	Raw	FP	INDIV263
INDIV258_MSAFIRI_1832_Dry2014	T. canis	1847	0.6588010318	Raw	FP	INDIV258
INDIV227_ENDAMANGA_SCHOOL_1726_Dry2014	T. canis	4015	0.6759975446	Raw	FP	INDIV227
INDIV159_HUKAMAKO_2233_Dry2014	T. canis	3972	0.6690286258	Raw	FP	INDIV159
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	T. canis	5570	0.6334940188	Raw	FP	INDIV233
INDIV97_HUKAMAKO_2273_Dry2014	T. canis	2775	0.7212860823	Raw	FP	INDIV97
INDIV243_MWAMUDU_1742_Dry2014	T. canis	8291	0.6240240179	Raw	FP	INDIV243
INDIV89_HUKAMAKO_2320_Dry2014	T. canis	8656	0.6501491016	Raw	FP	INDIV89
INDIV129_KIPAMBA_1252_Dry2013	T. canis	3155	0.6851624856	Raw	FP	INDIV129
INDIV138_KIPAMBA_1268_Dry2013	T. canis	4934	0.6477235452	Raw	FP	INDIV138
INDIV157_HUKAMAKO_1305_Dry2013	T. canis	1030	0.6560284672	Raw	FP	INDIV157
SAMPLE1653_HUKAMAKO_1653_Dry2014	T. canis	34000	0.5662643804	Raw	FP	SAMPLE1653
SAMPLE1655_HUKAMAKO_1655_Dry2014	T. canis	4078	0.7004312576	Raw	FP	SAMPLE1655
INDIV157_HUKAMAKO_1527_Wet2014	T. canis	4040	0.6907120907	Raw	FP	INDIV157
INDIV159_HUKAMAKO_1613_Wet2014	T. gondii	2059	0.3749280521	Raw	FP	INDIV159
INDIV95_HUKAMAKO_1630_Wet2014	T. gondii	2375	0.3642766493	Raw	FP	INDIV95
INDIV162_HUKAMAKO_1558_Wet2014	T. gondii	3837	0.3836971819	Raw	FP	INDIV162
INDIV205_SAITOTI_1704_Dry2014	T. gondii	2378	0.4069934432	Raw	FP	INDIV205
INDIV208_SAITOTI_1707_Dry2014	T. gondii	3360	0.4252356455	Raw	FP	INDIV208
INDIV313_GIDAMILANDA_1942_Dry2014	T. gondii	1484	0.3817019632	Raw	FP	INDIV313
INDIV256_MSAFIRI_1834_Dry2014	T. gondii	4053	0.4027174951	Raw	FP	INDIV256
INDIV257_MSAFIRI_1831_Dry2014	T. gondii	1425	0.372623901	Raw	FP	INDIV257
INDIV255_MSAFIRI_1833_Dry2014	T. gondii	4361	0.4120200695	Raw	FP	INDIV255
INDIV280_SAIDI_1853_Dry2014	T. gondii	5918	0.3802455725	Raw	FP	INDIV280
INDIV280_HUKAMAKO_2261_Dry2014	T. gondii	1533	0.3954954628	Raw	FP	INDIV280
INDIV313_GIDAMILANDA_1942_Dry2014	T. vaginalis	1083	0.9964502132	Raw	TP	INDIV313
INDIV313_GIDAMILANDA_1942_Dry2014	T. vaginalis	1064	0.9979436986	Decontaminated	TP	INDIV313
INDIV189_HUKAMAKO_1529_Wet2014	T. mentagrophytes	16378	0.3404528484	Raw	FP	INDIV189
INDIV305_GIDAMILANDA_1932_Dry2014	T. mentagrophytes	7037	0.3823465266	Raw	FP	INDIV305
INDIV70_SENGELI_1128_Dry2013	T. mentagrophytes	6156	0.3669039443	Raw	FP	INDIV70
INDIV188_SENGELI_1586_Wet2014	T. mentagrophytes	1554	0.4225155729	Raw	FP	INDIV188
INDIV162_HUKAMAKO_1619_Wet2014	T. mentagrophytes	3628	0.4185484131	Raw	FP	INDIV162
INDIV33_ONOWAS_1054_Dry2013	T. mentagrophytes	6607	0.3541456745	Raw	FP	INDIV33
INDIV82_SENGELI_1152_Dry2013	T. mentagrophytes	1868	0.4270680199	Raw	FP	INDIV82
INDIV193_HUKAMAKO_1632_Wet2014	T. mentagrophytes	1726	0.4384837937	Raw	FP	INDIV193
INDIV162_HUKAMAKO_1633_Wet2014	T. mentagrophytes	1234	0.4759632264	Raw	FP	INDIV162
INDIV157_HUKAMAKO_1634_Wet2014	T. mentagrophytes	13752	0.3566457693	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	T. mentagrophytes	8541	0.3783221113	Raw	FP	INDIV93
INDIV85_SENGELI_1158_Dry2013	T. mentagrophytes	5931	0.3797798775	Raw	FP	INDIV85
INDIV26_MWAMUDU_1040_Dry2013	T. mentagrophytes	3482	0.4095114933	Raw	FP	INDIV26
INDIV158_HUKAMAKO_1528_Wet2014	T. mentagrophytes	3220	0.4221884837	Raw	FP	INDIV158
INDIV186_HUKAMAKO_1522_Wet2014	T. mentagrophytes	2198	0.4449380292	Raw	FP	INDIV186
INDIV258_MSAFIRI_1818_Dry2014	T. mentagrophytes	2962	0.4231955909	Raw	FP	INDIV258
INDIV205_SAITOTI_1704_Dry2014	T. mentagrophytes	4842	0.376387403	Raw	FP	INDIV205
INDIV262_MSAFIRI_1822_Dry2014	T. mentagrophytes	3024	0.4119964501	Raw	FP	INDIV262
INDIV254_MSAFIRI_1814_Dry2014	T. mentagrophytes	6324	0.3719048365	Raw	FP	INDIV254
INDIV263_MSAFIRI_1823_Dry2014	T. mentagrophytes	5093	0.3434063056	Raw	FP	INDIV263
INDIV208_SAITOTI_1707_Dry2014	T. mentagrophytes	3753	0.3167186278	Raw	FP	INDIV208
INDIV310_GIDAMILANDA_1938_Dry2014	T. mentagrophytes	7539	0.3835236239	Raw	FP	INDIV310
INDIV62_SENGELI_2152_Dry2014	T. mentagrophytes	1872	0.3974336269	Raw	FP	INDIV62
INDIV256_MSAFIRI_1834_Dry2014	T. mentagrophytes	2063	0.3583092475	Raw	FP	INDIV256
INDIV255_MSAFIRI_1833_Dry2014	T. mentagrophytes	3650	0.3417947825	Raw	FP	INDIV255
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	T. mentagrophytes	5654	0.3844772002	Raw	FP	INDIV233
INDIV188_HUKAMAKO_1999_Dry2014	T. mentagrophytes	2123	0.4421434035	Raw	FP	INDIV188
INDIV280_HUKAMAKO_2261_Dry2014	T. mentagrophytes	12313	0.3547513289	Raw	FP	INDIV280
INDIV288_EZEKILI_1776_Dry2014	T. mentagrophytes	1561	0.4475761679	Raw	FP	INDIV288
INDIV291_EZEKILI_1779_Dry2014	T. mentagrophytes	2316	0.4376304511	Raw	FP	INDIV291
INDIV248_EZEKILI_1780_Dry2014	T. mentagrophytes	1394	0.4651691297	Raw	FP	INDIV248
INDIV295_GIDAMILANDA_1919_Dry2014	T. mentagrophytes	9855	0.3394031373	Raw	FP	INDIV295
INDIV288_DOMANGA_2327_Dry2014	T. mentagrophytes	3193	0.4110405151	Raw	FP	INDIV288
INDIV297_GIDAMILANDA_1921_Dry2014	T. mentagrophytes	1385	0.4435544317	Raw	FP	INDIV297
INDIV250_EZEKILI_1802_Dry2014	T. mentagrophytes	1448	0.4339660784	Raw	FP	INDIV250
INDIV253_MSAFIRI_1813_Dry2014	T. mentagrophytes	17161	0.3159722053	Raw	FP	INDIV253
INDIV360_SENGELI_2149_Dry2014	T. mentagrophytes	20750	0.3516183615	Raw	FP	INDIV360
INDIV352_SENGELI_2141_Dry2014	T. mentagrophytes	4635	0.3761517871	Raw	FP	INDIV352
INDIV130_KIPAMBA_1254_Dry2013	T. mentagrophytes	6209	0.3626570103	Raw	FP	INDIV130
INDIV428_GIDERU_2614_Dry2014	T. mentagrophytes	10409	0.3469603671	Raw	FP	INDIV428
INDIV133_KIPAMBA_1260_Dry2013	T. mentagrophytes	1883	0.4249526382	Raw	FP	INDIV133
INDIV269_HUKAMAKO_2487_Dry2014	T. mentagrophytes	6948	0.3720740127	Raw	FP	INDIV269
INDIV268_HUKAMAKO_2483_Dry2014	T. mentagrophytes	2437	0.3966736026	Raw	FP	INDIV268
INDIV138_KIPAMBA_1268_Dry2013	T. mentagrophytes	1788	0.4217135638	Raw	FP	INDIV138
INDIV157_HUKAMAKO_1527_Wet2014	T. mentagrophytes	3969	0.4005135107	Raw	FP	INDIV157
INDIV183_SENGELI_1510_Wet2014	T. trichiura	52761	0.5693738065	Raw	FP	INDIV183
INDIV88_SENGELI_1511_Wet2014	T. trichiura	9355	0.4390584105	Raw	FP	INDIV88
INDIV87_SENGELI_1505_Wet2014	T. trichiura	9886	0.4029443738	Raw	FP	INDIV87
INDIV182_SENGELI_1508_Wet2014	T. trichiura	9453	0.4535728245	Raw	FP	INDIV182
INDIV58_SENGELI_1509_Wet2014	T. trichiura	9951	0.5020923881	Raw	FP	INDIV58
INDIV185_SENGELI_1518_Wet2014	T. trichiura	12302	0.4035583701	Raw	FP	INDIV185
INDIV89_SENGELI_1520_Wet2014	T. trichiura	12346	0.3485774035	Raw	FP	INDIV89
INDIV189_HUKAMAKO_1529_Wet2014	T. trichiura	675571	0.6109105454	Raw	FP	INDIV189
INDIV88_SENGELI_1537_Wet2014	T. trichiura	5114	0.394501354	Raw	FP	INDIV88
INDIV190_SENGELI_1550_Wet2014	T. trichiura	3065	0.6228432108	Raw	FP	INDIV190
INDIV182_SENGELI_1542_Wet2014	T. trichiura	13272	0.4376141754	Raw	FP	INDIV182
INDIV188_SENGELI_1545_Wet2014	T. trichiura	7704	0.3898633886	Raw	FP	INDIV188
INDIV80_SENGELI_1547_Wet2014	T. trichiura	7902	0.3644631676	Raw	FP	INDIV80
INDIV197_HUKAMAKO_1563_Wet2014	T. trichiura	80894	0.6001963595	Raw	FP	INDIV197
INDIV63_SENGELI_1553_Wet2014	T. trichiura	12289	0.6065122596	Raw	FP	INDIV63
INDIV62_SENGELI_1554_Wet2014	T. trichiura	17891	0.5206218283	Raw	FP	INDIV62
INDIV185_SENGELI_1556_Wet2014	T. trichiura	13037	0.3953323844	Raw	FP	INDIV185
INDIV89_SENGELI_1557_Wet2014	T. trichiura	8560	0.3734770789	Raw	FP	INDIV89
INDIV95_HUKAMAKO_1560_Wet2014	T. trichiura	13161	0.3776222411	Raw	FP	INDIV95
INDIV157_HUKAMAKO_1565_Wet2014	T. trichiura	56039	0.6132413529	Raw	FP	INDIV157
INDIV159_HUKAMAKO_1566_Wet2014	T. trichiura	28099	0.5867772971	Raw	FP	INDIV159
INDIV186_HUKAMAKO_1569_Wet2014	T. trichiura	6938	0.3770499316	Raw	FP	INDIV186
INDIV84_SENGELI_1585_Wet2014	T. trichiura	21433	0.5735710274	Raw	FP	INDIV84
INDIV183_SENGELI_1580_Wet2014	T. trichiura	17595	0.5339031324	Raw	FP	INDIV183
INDIV185_SENGELI_1595_Wet2014	T. trichiura	8951	0.5505226648	Raw	FP	INDIV185
INDIV87_SENGELI_1596_Wet2014	T. trichiura	39172	0.589259373	Raw	FP	INDIV87
INDIV305_GIDAMILANDA_1932_Dry2014	T. trichiura	243047	0.6221417971	Raw	FP	INDIV305
INDIV78_SENGELI_2177_Dry2014	T. trichiura	9693	0.371916305	Raw	FP	INDIV78
INDIV61_SENGELI_1110_Dry2013	T. trichiura	12080	0.4624669666	Raw	FP	INDIV61
