Dataset	sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated
Pigs	4033-17	Blastocystis_sp._subtype_1	5722	0.9921303055	Decontaminated	TP
Pigs	8036-17	Blastocystis_sp._subtype_1	2940	0.9919792598	Decontaminated	TP
Pigs	5035-17	Blastocystis_sp._subtype_1	2833	0.9918655762	Decontaminated	TP
Pigs	4023-17	Blastocystis_sp._subtype_1	2714	0.9916784852	Decontaminated	TP
Pigs	4026-17	Blastocystis_sp._subtype_1	5941	0.9914857395	Decontaminated	TP
Pigs	1039-17	Blastocystis_sp._subtype_1	6489	0.9913956828	Decontaminated	TP
Pigs	4002-17	Blastocystis_sp._subtype_1	5438	0.9911563656	Decontaminated	TP
Pigs	7011-17	Blastocystis_sp._subtype_1	1743	0.991073624	Decontaminated	TP
Pigs	5029-17	Blastocystis_sp._subtype_1	4299	0.9908499002	Decontaminated	TP
Pigs	3208-17	Blastocystis_sp._subtype_1	5693	0.9906252448	Decontaminated	TP
Pigs	7008-17	Blastocystis_sp._subtype_1	2722	0.9902503643	Decontaminated	TP
Pigs	5026-17	Blastocystis_sp._subtype_1	7149	0.9895861392	Decontaminated	TP
Pigs	1033-17	Blastocystis_sp._subtype_1	4231	0.98941654	Decontaminated	TP
Pigs	5028-17	Blastocystis_sp._subtype_1	6883	0.9893771396	Decontaminated	TP
Pigs	1029-17	Blastocystis_sp._subtype_1	6945	0.9893394247	Decontaminated	TP
Pigs	7004-17	Blastocystis_sp._subtype_1	2095	0.9892220951	Decontaminated	TP
Pigs	5037-17	Blastocystis_sp._subtype_1	4010	0.9892207626	Decontaminated	TP
Pigs	3201-17	Blastocystis_sp._subtype_1	5421	0.9891511834	Decontaminated	TP
Pigs	5036-17	Blastocystis_sp._subtype_1	6494	0.9890901136	Decontaminated	TP
Pigs	4037-17	Blastocystis_sp._subtype_1	10034	0.9886876895	Decontaminated	TP
Pigs	8016-17	Blastocystis_sp._subtype_1	6825	0.9885921295	Decontaminated	TP
Pigs	7002-17	Blastocystis_sp._subtype_1	2226	0.9884357488	Decontaminated	TP
Pigs	4001-17	Blastocystis_sp._subtype_1	10549	0.9871853921	Decontaminated	TP
Pigs	8032-17	Blastocystis_sp._subtype_1	1257	0.987044481	Decontaminated	TP
Pigs	3210-17	Blastocystis_sp._subtype_1	4707	0.9865883635	Decontaminated	TP
Pigs	5015-17	Blastocystis_sp._subtype_1	4971	0.9858023514	Decontaminated	TP
Pigs	3203-17	Blastocystis_sp._subtype_1	1579	0.9857817469	Decontaminated	TP
Pigs	1023-17	Blastocystis_sp._subtype_1	7091	0.9856859966	Decontaminated	TP
Pigs	1005-17	Blastocystis_sp._subtype_1	11436	0.9856512026	Decontaminated	TP
Pigs	1043-17	Blastocystis_sp._subtype_1	9755	0.9855856402	Decontaminated	TP
Pigs	3218-17	Blastocystis_sp._subtype_1	1802	0.985548738	Decontaminated	TP
Pigs	8012-17	Blastocystis_sp._subtype_1	3510	0.985322727	Decontaminated	TP
Pigs	8028-17	Blastocystis_sp._subtype_1	2325	0.9848744915	Decontaminated	TP
Pigs	8034-17	Blastocystis_sp._subtype_1	1245	0.984656948	Decontaminated	TP
Pigs	5012-17	Blastocystis_sp._subtype_1	16006	0.9842437316	Decontaminated	TP
Pigs	1031-17	Blastocystis_sp._subtype_1	6827	0.9835480565	Decontaminated	TP
Pigs	8026-17	Blastocystis_sp._subtype_1	1619	0.9831655175	Decontaminated	TP
Pigs	5001-17	Blastocystis_sp._subtype_1	15554	0.9823411774	Decontaminated	TP
Pigs	2018-17	Blastocystis_sp._subtype_1	1169	0.982280332	Decontaminated	TP
Pigs	8014-17	Blastocystis_sp._subtype_1	19043	0.9820021764	Decontaminated	TP
Pigs	9013-17	Blastocystis_sp._subtype_1	1138	0.9818990729	Decontaminated	TP
Pigs	1019-17	Blastocystis_sp._subtype_1	22243	0.9817189826	Decontaminated	TP
Pigs	6012-17	Blastocystis_sp._subtype_1	1336	0.9813479298	Decontaminated	TP
Madagascar	SRR7658671	Blastocystis_sp._subtype_1	2381	0.9802747143	Decontaminated	TP
Madagascar	SRR7658671	Blastocystis_sp._subtype_1	2381	0.9802747143	Raw	TP
Pigs	8018-17	Blastocystis_sp._subtype_1	4134	0.9786503537	Decontaminated	TP
Pigs	1001-17	Blastocystis_sp._subtype_1	25500	0.9786363674	Decontaminated	TP
Pigs	7007-17	Blastocystis_sp._subtype_1	27408	0.9784448502	Decontaminated	TP
Madagascar	SRR7658638	Blastocystis_sp._subtype_1	2643	0.9777530541	Decontaminated	TP
Madagascar	SRR7658638	Blastocystis_sp._subtype_1	2642	0.9777435647	Raw	TP
Pigs	1017-17	Blastocystis_sp._subtype_1	30290	0.9772944431	Decontaminated	TP
Pigs	3220-17	Blastocystis_sp._subtype_1	1481	0.9769100085	Decontaminated	TP
Madagascar	SRR7658602	Blastocystis_sp._subtype_1	1924	0.9763774343	Decontaminated	TP
Pigs	1011-17	Blastocystis_sp._subtype_1	31552	0.9762925881	Decontaminated	TP
Pigs	5019-17	Blastocystis_sp._subtype_1	1204	0.9742107484	Decontaminated	TP
Madagascar	SRR7658625	Blastocystis_sp._subtype_1	3212	0.9732742321	Decontaminated	TP
Madagascar	SRR7658625	Blastocystis_sp._subtype_1	3212	0.9732742321	Raw	TP
Pigs	5027-17	Blastocystis_sp._subtype_1	40916	0.9726492169	Decontaminated	TP
Madagascar	SRR7658668	Blastocystis_sp._subtype_1	3337	0.9704979182	Decontaminated	TP
Pigs	4034-17	Blastocystis_sp._subtype_1	2374	0.9666742497	Raw	TP
Human	Zape_31	Blastocystis_sp._subtype_1	3195	0.966653341	Raw	TP
Pigs	1025-17	Blastocystis_sp._subtype_1	51783	0.9662919937	Decontaminated	TP
Human	Zape_31	Blastocystis_sp._subtype_1	3214	0.9657722433	Decontaminated	TP
Madagascar	SRR7658601	Blastocystis_sp._subtype_1	5087	0.9648359153	Decontaminated	TP
Madagascar	SRR7658601	Blastocystis_sp._subtype_1	5086	0.9648281911	Raw	TP
Pigs	9001-17	Blastocystis_sp._subtype_1	1248	0.9638636599	Raw	TP
Pigs	4031-17	Blastocystis_sp._subtype_1	1513	0.9634534332	Raw	TP
Human	UT43	Blastocystis_sp._subtype_1	5067	0.9603826609	Raw	TP
Iceman	Iceman	Blastocystis_sp._subtype_1	6553	0.9592739843	Raw	TP
Iceman	Iceman	Blastocystis_sp._subtype_1	6562	0.9592250807	Decontaminated	TP
Human	UT43	Blastocystis_sp._subtype_1	5111	0.9586050927	Decontaminated	TP
Pigs	9002-17	Blastocystis_sp._subtype_1	1267	0.9574861692	Raw	TP
Pigs	4007-17	Blastocystis_sp._subtype_1	2734	0.9554378426	Raw	TP
Human	UT30	Blastocystis_sp._subtype_1	6413	0.9549319856	Raw	TP
Pigs	4032-17	Blastocystis_sp._subtype_1	2331	0.9546932143	Raw	TP
Human	UT30	Blastocystis_sp._subtype_1	6438	0.9545098335	Decontaminated	TP
Pigs	9013-17	Blastocystis_sp._subtype_1	1077	0.9531808365	Raw	TP
Pigs	6001-17	Blastocystis_sp._subtype_1	2631	0.9527386039	Raw	TP
Pigs	4023-17	Blastocystis_sp._subtype_1	2672	0.9522412374	Raw	TP
Pigs	8032-17	Blastocystis_sp._subtype_1	1219	0.9519593389	Raw	TP
Pigs	7014-17	Blastocystis_sp._subtype_1	1642	0.9518607141	Raw	TP
Pigs	7004-17	Blastocystis_sp._subtype_1	2044	0.9518278594	Raw	TP
Pigs	4035-17	Blastocystis_sp._subtype_1	4019	0.9517305773	Raw	TP
Pigs	9017-17	Blastocystis_sp._subtype_1	2456	0.9509496152	Raw	TP
Pigs	8034-17	Blastocystis_sp._subtype_1	1202	0.9504101305	Raw	TP
Pigs	9019-17	Blastocystis_sp._subtype_1	1766	0.9502638571	Raw	TP
Pigs	9003-17	Blastocystis_sp._subtype_1	2690	0.9501952832	Raw	TP
Pigs	1035-17	Blastocystis_sp._subtype_1	93545	0.9499799645	Decontaminated	TP
Pigs	3203-17	Blastocystis_sp._subtype_1	1521	0.9498767237	Raw	TP
Pigs	6012-17	Blastocystis_sp._subtype_1	1267	0.9491832666	Raw	TP
Pigs	8036-17	Blastocystis_sp._subtype_1	2901	0.9489646608	Raw	TP
Pigs	3218-17	Blastocystis_sp._subtype_1	1728	0.9489067095	Raw	TP
Pigs	5031-17	Blastocystis_sp._subtype_1	3858	0.9483432922	Raw	TP
Madagascar	SRR7658657	Blastocystis_sp._subtype_1	8073	0.9479329327	Decontaminated	TP
Madagascar	SRR7658657	Blastocystis_sp._subtype_1	8069	0.9479233502	Raw	TP
Pigs	2018-17	Blastocystis_sp._subtype_1	1112	0.9479181097	Raw	TP
Pigs	3220-17	Blastocystis_sp._subtype_1	1398	0.9479136853	Raw	TP
Pigs	9012-17	Blastocystis_sp._subtype_1	2664	0.9474049884	Raw	TP
Pigs	4002-17	Blastocystis_sp._subtype_1	5388	0.947353723	Raw	TP
Pigs	4038-17	Blastocystis_sp._subtype_1	3534	0.9468033514	Raw	TP
Pigs	4033-17	Blastocystis_sp._subtype_1	5679	0.9463807328	Raw	TP
Pigs	4030-17	Blastocystis_sp._subtype_1	2817	0.946024245	Raw	TP
Pigs	5019-17	Blastocystis_sp._subtype_1	1127	0.9459249339	Raw	TP
Pigs	4036-17	Blastocystis_sp._subtype_1	5322	0.9454436234	Raw	TP
Pigs	5011-17	Blastocystis_sp._subtype_1	3505	0.9444604792	Raw	TP
Pigs	6008-17	Blastocystis_sp._subtype_1	1123	0.9443365581	Raw	TP
Pigs	5029-17	Blastocystis_sp._subtype_1	4229	0.94234353	Raw	TP
Pigs	8026-17	Blastocystis_sp._subtype_1	1552	0.9415477807	Raw	TP
Pigs	5035-17	Blastocystis_sp._subtype_1	2778	0.9414208435	Raw	TP
Pigs	7002-17	Blastocystis_sp._subtype_1	2166	0.9413622638	Raw	TP
Hallstatt	HS2611	Blastocystis_sp._subtype_1	10987	0.9398331238	Raw	TP
Pigs	5025-17	Blastocystis_sp._subtype_1	2155	0.9397356214	Raw	TP
Hallstatt	HS2611	Blastocystis_sp._subtype_1	11017	0.9393747634	Decontaminated	TP
Pigs	7011-17	Blastocystis_sp._subtype_1	1699	0.9391310905	Raw	TP
Pigs	3210-17	Blastocystis_sp._subtype_1	4587	0.9386601385	Raw	TP
Pigs	5037-17	Blastocystis_sp._subtype_1	3927	0.9385050274	Raw	TP
Pigs	8028-17	Blastocystis_sp._subtype_1	2248	0.9380877312	Raw	TP
Pigs	1033-17	Blastocystis_sp._subtype_1	4140	0.9379974504	Raw	TP
Pigs	3208-17	Blastocystis_sp._subtype_1	5631	0.9371105351	Raw	TP
Pigs	3201-17	Blastocystis_sp._subtype_1	5335	0.9370001265	Raw	TP
Pigs	4026-17	Blastocystis_sp._subtype_1	5907	0.935129647	Raw	TP
Pigs	1029-17	Blastocystis_sp._subtype_1	6844	0.9335265113	Raw	TP
Pigs	1039-17	Blastocystis_sp._subtype_1	6429	0.9319371222	Raw	TP
Pigs	7008-17	Blastocystis_sp._subtype_1	2694	0.9308972487	Raw	TP
Pigs	1035-17	Blastocystis_sp._subtype_1	93105	0.9302882397	Raw	TP
Pigs	5015-17	Blastocystis_sp._subtype_1	4840	0.9301808495	Raw	TP
Pigs	4037-17	Blastocystis_sp._subtype_1	9965	0.9279735996	Raw	TP
Pigs	5036-17	Blastocystis_sp._subtype_1	6405	0.9275459772	Raw	TP
Human	Zape5	Blastocystis_sp._subtype_1	34912	0.9257149247	Raw	TP
Pigs	8012-17	Blastocystis_sp._subtype_1	3405	0.9255790159	Raw	TP
Human	Zape5	Blastocystis_sp._subtype_1	35022	0.9253823651	Decontaminated	TP
Pigs	5026-17	Blastocystis_sp._subtype_1	7057	0.9251516954	Raw	TP
Pigs	1023-17	Blastocystis_sp._subtype_1	6960	0.9242697136	Raw	TP
Pigs	5028-17	Blastocystis_sp._subtype_1	6798	0.9239679548	Raw	TP
Human	Zape_25	Blastocystis_sp._subtype_1	40763	0.922607418	Raw	TP
Human	Zape_25	Blastocystis_sp._subtype_1	40912	0.9223702587	Decontaminated	TP
Pigs	4001-17	Blastocystis_sp._subtype_1	10505	0.9223453921	Raw	TP
Pigs	1025-17	Blastocystis_sp._subtype_1	51501	0.9203857261	Raw	TP
Pigs	1031-17	Blastocystis_sp._subtype_1	6741	0.9202195901	Raw	TP
Pigs	1043-17	Blastocystis_sp._subtype_1	9616	0.9172834962	Raw	TP
Pigs	8016-17	Blastocystis_sp._subtype_1	6702	0.9171662674	Raw	TP
Pigs	5027-17	Blastocystis_sp._subtype_1	40718	0.9155651526	Raw	TP
Madagascar	SRR7658673	Blastocystis_sp._subtype_1	18092	0.9113608224	Decontaminated	TP
Pigs	1005-17	Blastocystis_sp._subtype_1	11262	0.9112063123	Raw	TP
Pigs	1011-17	Blastocystis_sp._subtype_1	31338	0.910450897	Raw	TP
Pigs	1017-17	Blastocystis_sp._subtype_1	30096	0.9094767323	Raw	TP
Pigs	8018-17	Blastocystis_sp._subtype_1	4032	0.9094543829	Raw	TP
Pigs	1001-17	Blastocystis_sp._subtype_1	25226	0.9055624771	Raw	TP
Pigs	7007-17	Blastocystis_sp._subtype_1	27280	0.9052150958	Raw	TP
Pigs	5001-17	Blastocystis_sp._subtype_1	15336	0.9018666575	Raw	TP
Pigs	5012-17	Blastocystis_sp._subtype_1	15819	0.8992111725	Raw	TP
Pigs	1019-17	Blastocystis_sp._subtype_1	22057	0.8961496345	Raw	TP
Pigs	8014-17	Blastocystis_sp._subtype_1	18831	0.8896828189	Raw	TP
Pigs	2012-17	Blastocystis_sp._subtype_2	4296	0.9948223999	Decontaminated	TP
Pigs	8022-17	Blastocystis_sp._subtype_2	2879	0.9945778554	Decontaminated	TP
Pigs	7013-17	Blastocystis_sp._subtype_2	3996	0.9943654704	Decontaminated	TP
Pigs	8038-17	Blastocystis_sp._subtype_2	1130	0.9938459206	Decontaminated	TP
Pigs	7003-17	Blastocystis_sp._subtype_2	2213	0.9915925548	Decontaminated	TP
Pigs	6018-17	Blastocystis_sp._subtype_2	11704	0.9887027086	Decontaminated	TP
Pigs	7006-17	Blastocystis_sp._subtype_2	12519	0.9878847161	Decontaminated	TP
Pigs	6019-17	Blastocystis_sp._subtype_2	16649	0.9866417133	Decontaminated	TP
Madagascar	SRR7658592	Blastocystis_sp._subtype_2	1246	0.9854929956	Decontaminated	TP
Pigs	7009-17	Blastocystis_sp._subtype_2	15262	0.9850673106	Decontaminated	TP
Madagascar	SRR7658635	Blastocystis_sp._subtype_2	1297	0.9844325658	Decontaminated	TP
Pigs	1041-17	Blastocystis_sp._subtype_2	15943	0.9836750784	Decontaminated	TP
Pigs	6014-17	Blastocystis_sp._subtype_2	21056	0.9822952295	Decontaminated	TP
Madagascar	SRR7658637	Blastocystis_sp._subtype_2	2032	0.9815406901	Decontaminated	TP
Pigs	5008-17	Blastocystis_sp._subtype_2	29262	0.9784203501	Decontaminated	TP
Madagascar	SRR7658661	Blastocystis_sp._subtype_2	1081	0.9784033574	Decontaminated	TP
Madagascar	SRR7658670	Blastocystis_sp._subtype_2	1699	0.9783687054	Decontaminated	TP
Madagascar	SRR7658613	Blastocystis_sp._subtype_2	1826	0.9782921638	Decontaminated	TP
Pigs	5007-17	Blastocystis_sp._subtype_2	69386	0.9627464102	Raw	TP
Pigs	5007-17	Blastocystis_sp._subtype_2	68707	0.9606398617	Decontaminated	TP
Human	Coprolite_16	Blastocystis_sp._subtype_2	3233	0.9589859049	Decontaminated	TP
Human	Coprolite_16	Blastocystis_sp._subtype_2	3254	0.9563345854	Raw	TP
Pigs	2012-17	Blastocystis_sp._subtype_2	4318	0.951612208	Raw	TP
Human	Zape28	Blastocystis_sp._subtype_2	4345	0.9500128423	Decontaminated	TP
Human	Zape2	Blastocystis_sp._subtype_2	4383	0.9494829759	Decontaminated	TP
Human	Zape28	Blastocystis_sp._subtype_2	4378	0.9467459557	Raw	TP
Human	Zape2	Blastocystis_sp._subtype_2	4415	0.9463069789	Raw	TP
Madagascar	SRR7658623	Blastocystis_sp._subtype_2	9424	0.9460266199	Decontaminated	TP
Pigs	7013-17	Blastocystis_sp._subtype_2	4050	0.9399909687	Raw	TP
Pigs	5008-17	Blastocystis_sp._subtype_2	29721	0.9388246405	Raw	TP
Pigs	8022-17	Blastocystis_sp._subtype_2	2923	0.9338640117	Raw	TP
Pigs	6014-17	Blastocystis_sp._subtype_2	21320	0.9323624304	Raw	TP
Pigs	6019-17	Blastocystis_sp._subtype_2	16754	0.9268097256	Raw	TP
Pigs	8038-17	Blastocystis_sp._subtype_2	1180	0.924120615	Raw	TP
Pigs	7003-17	Blastocystis_sp._subtype_2	2351	0.9209898965	Raw	TP
Pigs	7006-17	Blastocystis_sp._subtype_2	12754	0.918607793	Raw	TP
Pigs	1041-17	Blastocystis_sp._subtype_2	16187	0.9155544605	Raw	TP
Pigs	6018-17	Blastocystis_sp._subtype_2	11832	0.9144987097	Raw	TP
Pigs	7009-17	Blastocystis_sp._subtype_2	15488	0.9085559201	Raw	TP
Pigs	2019-17	Blastocystis_sp._subtype_3	1419	0.9975770408	Decontaminated	TP
Pigs	8030-17	Blastocystis_sp._subtype_3	2628	0.9963317513	Decontaminated	TP
Pigs	3204-17	Blastocystis_sp._subtype_3	5613	0.9937556086	Decontaminated	TP
Pigs	9022-17	Blastocystis_sp._subtype_3	6816	0.993717908	Decontaminated	TP
Pigs	3206-17	Blastocystis_sp._subtype_3	6271	0.9934293434	Decontaminated	TP
Pigs	8010-17	Blastocystis_sp._subtype_3	8235	0.9931277239	Decontaminated	TP
Pigs	7010-17	Blastocystis_sp._subtype_3	2752	0.9929356529	Decontaminated	TP
Pigs	1003-17	Blastocystis_sp._subtype_3	13844	0.9894021671	Decontaminated	TP
Pigs	1007-17	Blastocystis_sp._subtype_3	15446	0.9891894286	Decontaminated	TP
Madagascar	SRR7658651	Blastocystis_sp._subtype_3	1065	0.9869706147	Decontaminated	TP
Madagascar	SRR7658651	Blastocystis_sp._subtype_3	1065	0.9869706147	Raw	TP
Madagascar	SRR7658669	Blastocystis_sp._subtype_3	1081	0.9867337118	Decontaminated	TP
Madagascar	SRR7658669	Blastocystis_sp._subtype_3	1081	0.9867337118	Raw	TP
Pigs	1021-17	Blastocystis_sp._subtype_3	19463	0.9847483533	Decontaminated	TP
Pigs	4028-17	Blastocystis_sp._subtype_3	2577	0.983992569	Decontaminated	TP
Human	Coprolite_19	Blastocystis_sp._subtype_3	1543	0.9839598927	Decontaminated	TP
Human	Coprolite_19	Blastocystis_sp._subtype_3	1543	0.9839598927	Raw	TP
Madagascar	SRR7658581	Blastocystis_sp._subtype_3	56134	0.9791770651	Decontaminated	TP
Madagascar	SRR7658581	Blastocystis_sp._subtype_3	56134	0.9791770651	Raw	TP
Madagascar	SRR7658596	Blastocystis_sp._subtype_3	46072	0.9768233863	Decontaminated	TP
Madagascar	SRR7658596	Blastocystis_sp._subtype_3	46072	0.9768233863	Raw	TP
Madagascar	SRR7658582	Blastocystis_sp._subtype_3	2736	0.9758856231	Decontaminated	TP
Madagascar	SRR7658681	Blastocystis_sp._subtype_3	2147	0.9753515379	Decontaminated	TP
Madagascar	SRR7658608	Blastocystis_sp._subtype_3	3070	0.9743993589	Decontaminated	TP
Pigs	1037-17	Blastocystis_sp._subtype_3	6817	0.9738431082	Decontaminated	TP
Pigs	1027-17	Blastocystis_sp._subtype_3	53195	0.9717930938	Raw	TP
Pigs	1027-17	Blastocystis_sp._subtype_3	53194	0.970690329	Decontaminated	TP
Madagascar	SRR7658621	Blastocystis_sp._subtype_3	4088	0.9700418682	Decontaminated	TP
Madagascar	SRR7658621	Blastocystis_sp._subtype_3	4088	0.9700418682	Raw	TP
Madagascar	SRR7658597	Blastocystis_sp._subtype_3	4146	0.9678939338	Decontaminated	TP
Madagascar	SRR7658597	Blastocystis_sp._subtype_3	4146	0.9678939338	Raw	TP
Madagascar	SRR7658666	Blastocystis_sp._subtype_3	4822	0.9648769487	Decontaminated	TP
Madagascar	SRR7658666	Blastocystis_sp._subtype_3	4822	0.9648769487	Raw	TP
Madagascar	SRR7658603	Blastocystis_sp._subtype_3	4077	0.9645543746	Decontaminated	TP
Madagascar	SRR7658603	Blastocystis_sp._subtype_3	4077	0.9645543746	Raw	TP
Human	Coprolite_14	Blastocystis_sp._subtype_3	22416	0.9610452603	Decontaminated	TP
Human	Coprolite_14	Blastocystis_sp._subtype_3	22417	0.9610429469	Raw	TP
Madagascar	SRR7658656	Blastocystis_sp._subtype_3	6066	0.9606840524	Decontaminated	TP
Madagascar	SRR7658656	Blastocystis_sp._subtype_3	6066	0.9606840524	Raw	TP
Madagascar	SRR7658659	Blastocystis_sp._subtype_3	5433	0.960529148	Decontaminated	TP
Pigs	2019-17	Blastocystis_sp._subtype_3	1419	0.953174501	Raw	TP
Madagascar	SRR7658580	Blastocystis_sp._subtype_3	6993	0.9529598869	Decontaminated	TP
Madagascar	SRR7658580	Blastocystis_sp._subtype_3	6993	0.9529598869	Raw	TP
Madagascar	SRR7658615	Blastocystis_sp._subtype_3	8265	0.9484234014	Decontaminated	TP
Pigs	9022-17	Blastocystis_sp._subtype_3	6816	0.9469636389	Raw	TP
Pigs	8030-17	Blastocystis_sp._subtype_3	2628	0.9410174964	Raw	TP
Pigs	1021-17	Blastocystis_sp._subtype_3	19464	0.9379940345	Raw	TP
Pigs	3204-17	Blastocystis_sp._subtype_3	5613	0.9364873752	Raw	TP
Pigs	7010-17	Blastocystis_sp._subtype_3	2753	0.9323271531	Raw	TP
Pigs	3206-17	Blastocystis_sp._subtype_3	6271	0.9315387849	Raw	TP
Pigs	1007-17	Blastocystis_sp._subtype_3	15446	0.9253319318	Raw	TP
Pigs	4028-17	Blastocystis_sp._subtype_3	2577	0.9246672345	Raw	TP
Pigs	1003-17	Blastocystis_sp._subtype_3	13845	0.917701411	Raw	TP
Pigs	8010-17	Blastocystis_sp._subtype_3	8235	0.9103135379	Raw	TP
Pigs	1037-17	Blastocystis_sp._subtype_3	6817	0.8932226253	Raw	TP
Madagascar	SRR7658645	Blastocystis_sp._subtype_6	1591	0.685772071	Raw	FP
Madagascar	SRR7658659	Blastocystis_sp._subtype_6	3782	0.6754904607	Raw	FP
Madagascar	SRR7658690	Blastocystis_sp._subtype_6	1573	0.6560252016	Raw	FP
Madagascar	SRR7658613	Blastocystis_sp._subtype_6	1158	0.6489133055	Raw	FP
Madagascar	SRR7658652	Blastocystis_sp._subtype_6	2847	0.6044454465	Raw	FP
Madagascar	SRR7658588	Blastocystis_sp._subtype_6	3328	0.5835386123	Raw	FP
Pigs	9018-17	Blastocystis_sp._subtype_6	54833	0.5581423319	Raw	FP
Madagascar	SRR7658673	Blastocystis_sp._subtype_6	6793	0.5293397386	Raw	FP
Madagascar	SRR7658608	Blastocystis_sp._subtype_6	1005	0.5138954847	Raw	FP
Human	Zape_29	Blastocystis_sp._subtype_6	1067	0.4944265493	Raw	FP
Hallstatt	HS2612	Blastocystis_sp._subtype_6	2178	0.4575454585	Raw	FP
Madagascar	SRR7658647	Blastocystis_sp._subtype_6	1483	0.411222105	Raw	FP
Dogs	Zape2	Blastocystis_sp._subtype_6	4098	0.3579171385	Raw	FP
Pigs	9020-17	Blastocystis_sp._subtype_6	8990	0.3578557672	Raw	FP
Pigs	2014-17	Blastocystis_sp._subtype_6	10864	0.3570986397	Raw	FP
Pigs	2011-17	Blastocystis_sp._subtype_6	8358	0.3400430494	Raw	FP
Pigs	6006-17	Blastocystis_sp._subtype_6	14049	0.3396768138	Raw	FP
Pigs	2010-17	Blastocystis_sp._subtype_6	6629	0.3379179288	Raw	FP
Pigs	7019-17	Blastocystis_sp._subtype_6	29077	0.3376534188	Raw	FP
Pigs	9014-17	Blastocystis_sp._subtype_6	14118	0.3353842228	Raw	FP
Pigs	4025-17	Blastocystis_sp._subtype_6	14306	0.3344626704	Raw	FP
Pigs	2001-17	Blastocystis_sp._subtype_6	11333	0.333362723	Raw	FP
Pigs	7012-17	Blastocystis_sp._subtype_6	13944	0.3331358914	Raw	FP
Pigs	7016-17	Blastocystis_sp._subtype_6	18793	0.332545117	Raw	FP
Pigs	2007-17	Blastocystis_sp._subtype_6	8909	0.3317912291	Raw	FP
Pigs	2015-17	Blastocystis_sp._subtype_6	4722	0.3304419327	Raw	FP
Pigs	2002-17	Blastocystis_sp._subtype_6	9039	0.3293210064	Raw	FP
Pigs	3219-17	Blastocystis_sp._subtype_6	16024	0.3289094028	Raw	FP
Pigs	8004-17	Blastocystis_sp._subtype_6	9227	0.3257138732	Raw	FP
Pigs	8002-17	Blastocystis_sp._subtype_6	10396	0.3252370978	Raw	FP
Pigs	9021-17	Blastocystis_sp._subtype_6	6501	0.3250407459	Raw	FP
Pigs	2003-17	Blastocystis_sp._subtype_6	6461	0.3249604743	Raw	FP
Pigs	3212-17	Blastocystis_sp._subtype_6	11539	0.3235141489	Raw	FP
Pigs	3214-17	Blastocystis_sp._subtype_6	6737	0.3233652767	Raw	FP
Pigs	2017-17	Blastocystis_sp._subtype_6	5731	0.3210944582	Raw	FP
Pigs	9024-17	Blastocystis_sp._subtype_6	6444	0.3195638488	Raw	FP
Pigs	8006-17	Blastocystis_sp._subtype_6	6660	0.3148483309	Raw	FP
Pigs	2013-17	Blastocystis_sp._subtype_6	3652	0.312514277	Raw	FP
Pigs	8008-17	Blastocystis_sp._subtype_6	10881	0.312076259	Raw	FP
Pigs	3202-17	Blastocystis_sp._subtype_6	5057	0.31013784	Raw	FP
Pigs	3211-17	Blastocystis_sp._subtype_6	5143	0.3074794921	Raw	FP
Dogs	YRK001	Blastocystis_sp._subtype_6	1145	0.3042314575	Raw	FP
Pigs	3205-17	Blastocystis_sp._subtype_6	2980	0.2983717575	Raw	FP
Madagascar	SRR7658661	Blastocystis_sp._subtype_6	1158	0.2742266833	Raw	FP
Madagascar	SRR7658617	Blastocystis_sp._subtype_6	2490	0.2450542888	Raw	FP
Madagascar	SRR7658622	Blastocystis_sp._subtype_9	1109	0.541849377	Raw	FP
Madagascar	SRR7658627	Blastocystis_sp._subtype_9	1507	0.3451172295	Raw	FP
Madagascar	SRR7658668	Blastocystis_sp._subtype_9	1082	0.2981516806	Raw	FP
Madagascar	SRR7658632	Blastocystis_sp._subtype_9	3798	0.2911771091	Raw	FP
Dogs	Solarolo	B. timori	2772	0.541248523	Raw	FP
Iceman	Iceman	B. timori	6845	0.4593992143	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_II_1036	B. timori	1383	0.4326415825	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_I_1036	B. timori	1447	0.4212305541	Raw	FP
Human	BRS4	B. timori	2827	0.4095820435	Raw	FP
Pigs	9021-17	B. timori	1092	0.3693904773	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	B. timori	1457	0.3540031306	Raw	FP
Dogs	Zape2	B. timori	1089	0.3131210241	Raw	FP
Dogs	cop_ESL166	B. timori	1407	0.2856422546	Raw	FP
Hallstatt	HS2604	B. timori	1122	0.2839176492	Raw	FP
Hallstatt	HS2612	B. timori	1107	0.2630874886	Raw	FP
Human	Zape_31	B. timori	1006	0.2524619225	Raw	FP
Iceman	Iceman_Stomach_corpus_surface_1054	B. timori	1734	0.2241766084	Raw	FP
Human	Zape2	C. albicans	15123	0.9414059614	Decontaminated	TP
Human	Zape2	C. albicans	15289	0.9402059552	Raw	TP
Human	BRS4	C. globosum	2873	0.93496935	Raw	TP
Human	Zape_29	C. globosum	1146	0.9291642556	Raw	TP
Human	BRS4	C. globosum	3396	0.8604744345	Decontaminated	TP
Human	Zape_29	C. globosum	1398	0.8557801241	Decontaminated	TP
Human	UT30	C. globosum	1232	0.5954843922	Decontaminated	FP
