kindom	simplified_tax_name	contamination
prok	Flavobacterium panacis	15179
prok	Flavobacterium panici	16396
prok	Flavobacterium pectinovorum	17674
prok	Flavobacterium petrolei	9653
prok	Flavobacterium phragmitis	5973
prok	Flavobacterium piscis	17804
prok	Flavobacterium plurextorum	1900
prok	Flavobacterium pokkalii	1486
prok	Flavobacterium profundi	1449
prok	Flavobacterium proteolyticum	221
prok	Flavobacterium psychrolimnae	10886
prok	Flavobacterium psychrophilum	1296
prok	Flavobacterium psychroterrae	19141
prok	Flavobacterium psychrotolerans	2170
prok	Flavobacterium quisquiliarum	13951
prok	Flavobacterium ranwuense	9405
prok	Flavobacterium reichenbachii	4656
prok	Flavobacterium resistens	9476
prok	Flavobacterium restrictum	10320
prok	Flavobacterium rhamnosiphilum	8455
prok	Flavobacterium saccharophilum	16771
prok	Flavobacterium salmonis	28996
prok	Flavobacterium sandaracinum	11746
prok	Flavobacterium sangjuense	289
prok	Flavobacterium sasangense	276
prok	Flavobacterium sediminilitoris	259
prok	Flavobacterium sediminis	667
prok	Flavobacterium segetis	207
prok	Flavobacterium seoulense	5307
prok	Flavobacterium sharifuzzamanii	7506
prok	Flavobacterium sinopsychrotolerans	8301
prok	Flavobacterium soli	1742
prok	Flavobacterium solisilvae	746
prok	Flavobacterium soyae	10601
prok	Flavobacterium soyangense	1552
prok	Flavobacterium sp.	40492
prok	Flavobacterium succinicans	5666
prok	Flavobacterium sufflavum	11150
prok	Flavobacterium suncheonense	945
prok	Flavobacterium supellecticarium	2838
prok	Flavobacterium swingsii	1012
prok	Flavobacterium tagetis	270
prok	Flavobacterium taihuense	356469
prok	Flavobacterium tangerinum	1187
prok	Flavobacterium tegetincola	1318
prok	Flavobacterium terrigena	250
prok	Flavobacterium tiangeerense	12618
prok	Flavobacterium tistrianum	4671
prok	Flavobacterium tructae	4127
prok	Flavobacterium turcicum	2529
prok	Flavobacterium tyrosinilyticum	4287
prok	Flavobacterium ummariense	5606
prok	Flavobacterium undicola	16126
prok	Flavobacterium urumqiense	243
prok	Flavobacterium ustbae	8361
prok	Flavobacterium viscosum	4464
prok	Flavobacterium weaverense	689
prok	Flavobacterium xanthum	2334
prok	Flavobacterium xinjiangense	8721
prok	Flavobacterium xueshanense	3186
prok	Flavobacterium zepuense	518
prok	Flavobacterium zhairuonense	2753
prok	Flavonifractor plautii	1612
prok	Flectobacillus major	6723
prok	Flexibacter flexilis	3360
prok	Fluoribacter dumoffii	1964
prok	Fluviibacterium aquatile	241
prok	Fluviicola chungangensis	1201
prok	Fluviicola taffensis	3967
prok	Fodinicurvata fenggangensis	835
prok	Foetidibacter luteolus	2121
prok	Fontibacillus panacisegetis	681
prok	Fontibacillus phaseoli	415
prok	Formosa haliotis	2087
prok	Fournierella massiliensis	274
prok	Francisella opportunistica	3530
prok	Francisella tularensis	1077
prok	Franconibacter helveticus	6044
prok	Franklinella schreckenbergeri	4531
prok	Frateuria defendens	521
prok	Frateuria flava	1260
prok	Frateuria terrea	900
prok	Frisingicoccus caecimuris	736
prok	Fructobacillus tropaeoli	6092
prok	Fulvimarina manganoxydans	644
prok	Fulvimonas soli	944
prok	Fulvivirga kasyanovii	1340
prok	Furfurilactobacillus siliginis	1589
prok	Fusicatenibacter saccharivorans	2274
prok	Fusicatenibacter sp.	508
prok	Fusobacterium canifelinum	690
prok	Fusobacterium gastrosuis	1526
prok	Fusobacterium hominis	11372
prok	Fusobacterium hwasookii	247
prok	Fusobacterium massiliense	552
prok	Fusobacterium mortiferum	25445
prok	Fusobacterium necrogenes	8491
prok	Fusobacterium nucleatum	2140
prok	Fusobacterium perfoetens	10964
prok	Fusobacterium pseudoperiodonticum	857
prok	Fusobacterium russii	577
prok	Fusobacterium ulcerans	43936
prok	Fusobacterium varium	64731
prok	Galactobacter valiniphilus	526
prok	Gallintestinimicrobium propionicum	1086
prok	Gallionella sp.	13034
prok	Gardnerella piotii	628
prok	Gardnerella swidsinskii	110560
prok	Gardnerella vaginalis	4298
prok	Gelidibacter japonicus	1255
prok	Gelidibacter maritimus	2082
prok	Gellertiella hungarica	762
prok	Gemella haemolysans	30492
prok	Gemella massiliensis	218
prok	Gemella palaticanis	848
prok	Gemella sanguinis	2239
prok	Gemella sp.	50078
prok	Geminicoccus roseus	128
prok	Geminisphaera colitermitum	770
prok	Gemmatimonas sp.	206
prok	Gemmiger formicilis	1753
prok	Gemmiger gallinarum	938
prok	Gemmiger sp.	832
prok	Gemmobacter aquarius	8296
prok	Gemmobacter fulva	127
prok	Gemmobacter megaterium	1731
prok	Geodermatophilus dictyosporus	6308
prok	Geodermatophilus pulveris	278
prok	Geodermatophilus saharensis	5958
prok	Geofilum rubicundum	1018
prok	Georgenia faecalis	460
prok	Georgenia muralis	349
prok	Gibbsiella quercinecans	1912
prok	Giesbergeria anulus	1005
prok	Gillisia limnaea	535
prok	Gillisia mitskevichiae	748
prok	Ginsengibacter hankyongi	413501
prok	Glacieibacterium frigidum	3202
prok	Glaciibacter flavus	688
prok	Globicatella sulfidifaciens	4365
prok	Gluconacetobacter dulcium	127
prok	Gluconacetobacter liquefaciens	258
prok	Gluconacetobacter sacchari	219
prok	Gluconacetobacter tumulisoli	220
prok	Gluconobacter japonicus	539
prok	Gluconobacter thailandicus	1902
prok	Glutamicibacter arilaitensis	1010
prok	Glutamicibacter soli	213
prok	Glutamicibacter uratoxydans	2484
prok	Glycomyces arizonensis	285
prok	Glycomyces sp.	2034
prok	Goodfellowiella coeruleoviolacea	921
prok	Gordonia amarae	896
prok	Gordonia hirsuta	4637
prok	Gordonia hydrophobica	161
prok	Gordonia malaquae	57141
prok	Gordonia neofelifaecis	1383
prok	Gordonia polyisoprenivorans	269
prok	Gordonia spumicola	3864
prok	Gorillibacterium timonense	446
prok	Gottschalkia purinilytica	231
prok	Gracilibacillus salitolerans	912
prok	Gramella jeungdoensis	739
prok	Granulicatella adiacens	2191
prok	Granulicella aggregans	1564
prok	Gryllotalpicola ginsengisoli	5295
prok	Gryllotalpicola protaetiae	1467
prok	Gulosibacter faecalis	1447
prok	Gulosibacter hominis	196
prok	Gulosibacter macacae	911
prok	Gulosibacter massiliensis	3823
prok	Gulosibacter molinativorax	1136
prok	Gulosibacter sediminis	2703
prok	Gynurincola endophyticus	2186
prok	Haematobacter massiliensis	3723
prok	Haemophilus influenzae	5847
prok	Haemophilus pittmaniae	257
prok	Hafnia paralvei	4361
prok	Halanaerobacter jeridensis	804
prok	Haliscomenobacter hydrossis	1780
prok	Hallella faecis	688
prok	Halobacillus mangrovi	225
prok	Haloimpatiens lingqiaonensis	254
prok	Haloimpatiens massiliensis	2372
prok	Halomonas andesensis	708
prok	Halomonas cerina	1626
prok	Halomonas subterranea	1252
prok	Halomonas urmiana	568
prok	Halopseudomonas aestusnigri	3582
prok	Halopseudomonas oceani	3003
prok	Halopseudomonas pelagia	484
prok	Halopseudomonas salegens	591
prok	Halovulum marinum	3302
prok	Halpernia frigidisoli	322
prok	Halpernia humi	2152
prok	Hamadaea tsunoensis	2058
prok	Hanamia caeni	333276
prok	Hankyongella ginsenosidimutans	666
prok	Haoranjiania flava	1739
prok	Hathewaya histolytica	8190
prok	Helicobacter bilis	11309
prok	Helicobacter brantae	1637
prok	Helicobacter cholecystus	9541
prok	Helicobacter cinaedi	741
prok	Helicobacter equorum	295
prok	Helicobacter fennelliae	724
prok	Helicobacter kayseriensis	268
prok	Helicobacter pametensis	355
prok	Helicobacter trogontum	256
prok	Helicobacter winghamensis	246
prok	Heminiphilus faecis	259
prok	Henriciella litoralis	324
prok	Hephaestia mangrovi	1026
prok	Herbaspirillum aquaticum	220
prok	Herbaspirillum autotrophicum	2059
prok	Herbaspirillum chlorophenolicum	32352
prok	Herbaspirillum frisingense	2478
prok	Herbaspirillum huttiense	1054
prok	Herbiconiux flava	5133
prok	Herbiconiux ginsengi	155
prok	Herbiconiux moechotypicola	673
prok	Hespellia stercorisuis	1455
prok	Hirschia baltica	127
prok	Hirschia maritima	340
prok	Histophilus somni	3562
prok	Hoeflea olei	2099
prok	Hoeflea phototrophica	364
prok	Holdemanella biformis	400
prok	Holdemanella porci	11951
prok	Holdemanella sp.	232
prok	Holospora curviuscula	508
prok	Holospora obtusa	127
prok	Holzapfelia floricola	796
prok	Hominisplanchenecus faecis	2274
prok	Hongsoonwoonella zoysiae	1344
prok	Huaxiibacter chinensis	3800
prok	Humibacter albus	456
prok	Humibacter ginsenosidimutans	4143
prok	Humisphaera borealis	1301
prok	Hungatella effluvii	919
prok	Hungatella hathewayi	707
prok	Hungatella sp.	1663761
prok	Hungatella xylanolytica	2162
prok	Hydrobacter penzbergensis	18952
prok	Hydrocarboniphaga daqingensis	1938
prok	Hydrocarboniphaga effusa	152159
prok	Hydrogenophaga aromaticivorans	3774
prok	Hydrogenophaga borbori	24004
prok	Hydrogenophaga crassostreae	2600
prok	Hydrogenophaga crocea	37808
prok	Hydrogenophaga flava	26932
prok	Hydrogenophaga intermedia	41606
prok	Hydrogenophaga palleronii	10325
prok	Hydrogenophaga pseudoflava	5455
prok	Hydrogenophaga sp.	23940
prok	Hydrogenophaga taeniospiralis	2016
prok	Hydrotalea flava	128138
prok	Hydrotalea sandarakina	42541
prok	Hydrotalea sp.	105645
prok	Hylemonella gracilis	207
prok	Hylemonella sp.	8107
prok	Hymenobacter glacieicola	203
prok	Hymenobacter lapidarius	636
prok	Hymenobacter metallicola	957
prok	Hymenobacter oligotrophus	304
prok	Hymenobacter radiodurans	948
prok	Hymenobacter terricola	595
prok	Hypericibacter adhaerens	1824
prok	Hypericibacter terrae	1435
prok	Hyphomicrobium denitrificans	876
prok	Hyphomicrobium methylovorum	503
prok	Hyphomicrobium nitrativorans	2798
prok	Hyphomicrobium sp.	4552
prok	Hyphomicrobium zavarzinii	13126
prok	Ideonella alba	1087
prok	Ideonella aquatica	2104
prok	Ideonella azotifigens	4140
prok	Ideonella dechloratans	3813
prok	Ideonella paludis	2525
prok	Ideonella sakaiensis	17839
prok	Ideonella sp.	25718
prok	Ilyomonas limi	4558
prok	Immundisolibacter sp.	697
prok	Inhella gelatinilytica	531
prok	Inhella proteolytica	750
prok	Inquilinus limosus	530
prok	Intestinibaculum porci	2054
prok	Intestinirhabdus alba	11802
prok	Isoptericola halotolerans	458
prok	Izhakiella australiensis	1719
prok	Janibacter alkaliphilus	8438
prok	Janibacter massiliensis	622
prok	Janibacter melonis	192
prok	Jannaschia formosa	1355
prok	Janthinobacterium psychrotolerans	1140
prok	Janthinobacterium tructae	3925
prok	Janthinobacterium violaceinigrum	6358
prok	Jejubacter calystegiae	317
prok	Jeotgalibaca ciconiae	1338
prok	Jeotgalibaca porci	1310
prok	Jeotgalibacillus soli	1973
prok	Jeotgalibacillus terrae	1859
prok	Jiangella alba	1065
prok	Jiangella rhizosphaerae	1925
prok	Jilunia laotingensis	763
prok	Jutongia hominis	1653
prok	Kaistella chaponensis	4360
prok	Kaistella soli	1194
prok	Kaistella sp.	676
prok	Kaistia adipata	5150
prok	Kaistia defluvii	12279
prok	Kaistia granuli	902
prok	Kaistia soli	127
prok	Kangsaoukella pontilimi	64
prok	Kerstersia gyiorum	6912
prok	Kiloniella majae	1108
prok	Kineosporia babensis	2037
prok	Kineosporia corallincola	1597
prok	Kineosporia mesophila	707
prok	Kineosporia rhizophila	355
prok	Kineothrix alysoides	1027
prok	Kingella denitrificans	1834
prok	Kitasatospora niigatensis	493
prok	Klebsiella aerogenes	1466
prok	Klebsiella huaxiensis	21576
prok	Klebsiella indica	666
prok	Klebsiella michiganensis	118539
prok	Klebsiella oxytoca	593
prok	Klebsiella pneumoniae	52451
prok	Klebsiella quasipneumoniae	242
prok	Klebsiella sp.	57556
prok	Klebsiella variicola	2966
prok	Kluyvera ascorbata	1642
prok	Kluyvera georgiana	2505
prok	Kluyvera intermedia	5118
prok	Kocuria coralli	2244
prok	Kocuria sediminis	502
prok	Kocuria turfanensis	230
prok	Komagataeibacter europaeus	67
prok	Komagataeibacter intermedius	2354
prok	Konateibacter massiliensis	2686
prok	Kordia jejudonensis	930
prok	Kordia periserrulae	2725
prok	Kordia sp.	952
prok	Kordiimonas sp.	127
prok	Kosakonia arachidis	7797
prok	Kosakonia cowanii	1065
prok	Kosakonia oryzendophytica	1464
prok	Kosakonia oryziphila	5625
prok	Kosakonia radicincitans	2534
prok	Kribbella pittospori	1972
prok	Kribbella soli	728
prok	Kurthia massiliensis	8723
prok	Kushneria sinocarnis	2192
prok	Labedaea rhizosphaerae	403
prok	Labedella gwakjiensis	2246
prok	Labedella populi	1079
prok	Labilibacter sediminis	1324
prok	Labilibaculum antarcticum	3594
prok	Labilibaculum euxinus	2461
prok	Labilibaculum filiforme	12897
prok	Labilibaculum manganireducens	1132
prok	Labilibaculum sp.	2595
prok	Labrenzia sp.	876
prok	Labrys okinawensis	213423
prok	Lachnoanaerobaculum saburreum	7422
prok	Lachnoanaerobaculum sp.	1811
prok	Lachnobacterium sp.	696
prok	Lachnoclostridium sp.	5177
prok	Lachnospira eligens	6259
prok	Lachnospira pectinoschiza	279
prok	Lachnospira sp.	14050
prok	Lachnotalea glycerini	1064
prok	Lacibacter cauensis	17011
prok	Lacibacter luteus	4727
prok	Lacinutrix mariniflava	342
prok	Lacipirellula limnantheis	3671
prok	Lacipirellula parvula	1490
prok	Lacisediminimonas profundi	740
prok	Lacrimispora algidixylanolytica	1308
prok	Lacrimispora amygdalina	12996
prok	Lacrimispora celerecrescens	63961
prok	Lacrimispora indolis	6397
prok	Lacrimispora saccharolytica	2565
prok	Lacrimispora sphenoides	73936
prok	Lacrimispora xylanolytica	329
prok	Lactiplantibacillus garii	981
prok	Lactiplantibacillus paraplantarum	1536
prok	Lactiplantibacillus plajomi	565
prok	Lactiplantibacillus xiangfangensis	254
prok	Lactobacillus crispatus	3898
prok	Lactobacillus delbrueckii	2063
prok	Lactobacillus gallinarum	587
prok	Lactobacillus gigeriorum	976
prok	Lactobacillus helveticus	260
prok	Lactobacillus johnsonii	7542
prok	Lactobacillus nasalidis	937
prok	Lactobacillus paragasseri	262
prok	Lactobacillus porci	273
prok	Lactobacillus sp.	3790
prok	Lactobacillus xujianguonis	347
prok	Lactococcus cremoris	278
prok	Lactococcus garvieae	878
prok	Lactococcus hircilactis	944
prok	Lactococcus hodotermopsidis	847
prok	Lactococcus insecticola	4323
prok	Lactococcus lactis	3146
prok	Lactococcus nasutitermitis	456
prok	Lactococcus paracarnosus	247
prok	Lactococcus plantarum	659
prok	Lactococcus sp.	273
prok	Lactococcus taiwanensis	25465
prok	Lacunisphaera sp.	4860
prok	Laedolimicola ammoniilytica	1339
prok	Lamprocystis purpurea	12428
prok	Lampropedia aestuarii	964
prok	Lampropedia cohaerens	974
prok	Lampropedia hyalina	829
prok	Lampropedia puyangensis	1140
prok	Lancefieldella rimae	444
prok	Larkinella arboricola	3682
prok	Larkinella humicola	782941
prok	Larkinella insperata	9631
prok	Larkinella knui	71678
prok	Larkinella punicea	974126
prok	Larkinella rosea	31979
prok	Larkinella soli	2742
prok	Larkinella terrae	25299
prok	Latilactobacillus curvatus	538
prok	Lautropia sp.	723
prok	Lawsonella sp.	7670
prok	Leadbetterella byssophila	1668
prok	Leadbetterella sp.	1135
prok	Leclercia adecarboxylata	64711
prok	Leclercia sp.	44035
prok	Lederbergia citri	908
prok	Lederbergia ruris	1702
prok	Leeuwenhoekiella sp.	245
prok	Legionella adelaidensis	590
prok	Legionella anisa	6081
prok	Legionella antarctica	224
prok	Legionella beliardensis	1272
prok	Legionella birminghamensis	266
prok	Legionella bononiensis	428
prok	Legionella bozemanae	883
prok	Legionella brunensis	10299
prok	Legionella busanensis	659
prok	Legionella cincinnatiensis	2959
prok	Legionella clemsonensis	2625
prok	Legionella donaldsonii	2814
prok	Legionella drancourtii	4259
prok	Legionella drozanskii	4682
prok	Legionella erythra	247
prok	Legionella fairfieldensis	3648
prok	Legionella fallonii	2103
prok	Legionella feeleii	1111
prok	Legionella genomosp.	1103
prok	Legionella gratiana	658
prok	Legionella gresilensis	261
prok	Legionella hackeliae	1331
prok	Legionella impletisoli	850
prok	Legionella israelensis	1535
prok	Legionella jamestowniensis	3509
prok	Legionella lansingensis	1883
prok	Legionella londiniensis	2824
prok	Legionella longbeachae	624
prok	Legionella lytica	1312
prok	Legionella maceachernii	10663
prok	Legionella massiliensis	131064
prok	Legionella moravica	1158
prok	Legionella nagasakiensis	651
prok	Legionella nautarum	7670
prok	Legionella norrlandica	1932
prok	Legionella oakridgensis	222
prok	Legionella parisiensis	7298
prok	Legionella pneumophila	1107
prok	Legionella qingyii	1737
prok	Legionella quateirensis	221
prok	Legionella rowbothamii	320
prok	Legionella rubrilucens	1060
prok	Legionella sainthelensi	5354
prok	Legionella santicrucis	829
prok	Legionella saoudiensis	442
prok	Legionella septentrionalis	610
prok	Legionella shakespearei	250
prok	Legionella sp.	1999
prok	Legionella spiritensis	203
prok	Legionella steelei	762
prok	Legionella steigerwaltii	1112
prok	Legionella tucsonensis	1155
prok	Legionella tunisiensis	3855
prok	Legionella wadsworthii	1449
prok	Legionella waltersii	1752
prok	Legionella worsleiensis	1302
prok	Leifsonia naganoensis	9225
prok	Leifsonia poae	4331
prok	Leifsonia shinshuensis	2237
prok	Leifsonia soli	2924
prok	Leifsonia sp.	839
prok	Lelliottia amnigena	3392
prok	Lelliottia nimipressuralis	2973
prok	Leminorella grimontii	537
prok	Leminorella richardii	4739
prok	Lentilactobacillus parabuchneri	1662
prok	Lentzea tibetensis	503
prok	Leptospira broomii	1224
prok	Leptospira fletcheri	770
prok	Leptospira idonii	241
prok	Leptospira inadai	502
prok	Leptospira johnsonii	6055
prok	Leptospira koniambonensis	4148
prok	Leptospira licerasiae	191217
prok	Leptospira sarikeiensis	1689
prok	Leptospira venezuelensis	7865
prok	Leptospira wolbachii	218
prok	Leptospira wolffii	2917
prok	Leptothrix mobilis	3457
prok	Leptothrix sp.	8329
prok	Leptotrichia hofstadii	640
prok	Leptotrichia massiliensis	428
prok	Leptotrichia shahii	279
prok	Leptotrichia wadei	1271
prok	Leucobacter aridicollis	45559
prok	Leucobacter celer	311681
prok	Leucobacter chinensis	7524
prok	Leucobacter chironomi	281244
prok	Leucobacter chromiireducens	65726
prok	Leucobacter chromiiresistens	181483
prok	Leucobacter chromiisoli	257616
prok	Leucobacter coleopterorum	8156
prok	Leucobacter denitrificans	383
prok	Leucobacter exalbidus	5720
prok	Leucobacter insecticola	10264
prok	Leucobacter japonicus	68897
prok	Leucobacter komagatae	78337
prok	Leucobacter luti	184104
prok	Leucobacter massiliensis	118685
prok	Leucobacter muris	320043
prok	Leucobacter ruminantium	210940
prok	Leucobacter salsicius	21971
prok	Leucobacter soli	134136
prok	Leucobacter sp.	20449
prok	Leucobacter tardus	26751
prok	Leucobacter triazinivorans	83730
prok	Leucobacter viscericola	7795
prok	Leucobacter weissii	50312
prok	Leucobacter zeae	491018
prok	Leuconostoc carnosum	4121
prok	Leuconostoc gelidum	6736
prok	Leuconostoc kimchii	8883
prok	Leuconostoc lactis	4119
prok	Leuconostoc mesenteroides	4110
prok	Leuconostoc miyukkimchii	2783
prok	Leuconostoc palmae	2851
prok	Leuconostoc pseudomesenteroides	1153
prok	Leuconostoc rapi	12626
prok	Levilactobacillus cerevisiae	1059
prok	Liberibacter crescens	785
prok	Lichenicoccus roseus	127
prok	Lichenihabitans psoromatis	90
prok	Ligaoa zhengdingensis	31263
prok	Ligilactobacillus animalis	1063051
prok	Ligilactobacillus apodemi	8512
prok	Ligilactobacillus murinus	69333
prok	Ligilactobacillus salivarius	1696
prok	Limnobacter alexandrii	3132
prok	Limnobacter humi	260
prok	Limnobacter sp.	29421
prok	Limnohabitans curvus	4583
prok	Limnohabitans parvus	895
prok	Limnohabitans planktonicus	1699
prok	Limnohabitans radicicola	870
prok	Limnohabitans sp.	17645
prok	Limnovirga soli	265817
prok	Limosilactobacillus alvi	232
